"Time","Username","Entry"
2021-04-22 10:38:24,"npcc","Downloaded DISCOs Forecast"
2021-04-22 10:38:07,"npcc","Downloaded DISCOs Forecast"
2021-04-22 10:37:43,"npcc","Downloaded Forecast"
2021-04-22 10:37:03,"npcc","Downloaded Forecast"
2021-04-22 10:36:39,"npcc","Uploaded New Data"
2021-04-22 10:34:27,"npcc","Uploaded New Data"
2021-04-22 10:31:07,"npcc","Logged In"
2021-04-21 21:13:43,"admin","Logged In"
2021-04-21 21:09:02,"admin","Logged In"
2021-04-21 20:24:44,"MEPCO","Logged In"
2021-04-21 20:24:23,"MEPCO","Tried to log In with password MEPCO123"
2021-04-21 20:24:00,"MEPCO","Tried to log In with password MEPCO123"
2021-04-21 19:58:31,"MEPCO","Logged In"
2021-04-21 19:34:09,"MEPCO","Logged In"
2021-04-21 19:08:15,"MEPCO","Logged In"
2021-04-21 12:27:59,"admin","Logged In"
2021-04-21 11:48:08,"npcc","Downloaded Performance Data"
2021-04-21 11:47:08,"npcc","Logged In"
2021-04-21 11:12:04,"npcc","Downloaded DISCOs Forecast"
2021-04-21 11:11:41,"npcc","Downloaded DISCOs Forecast"
2021-04-21 11:11:04,"npcc","Downloaded Forecast"
2021-04-21 11:09:27,"npcc","Downloaded Forecast"
2021-04-21 11:08:42,"npcc","Uploaded New Data"
2021-04-21 11:05:56,"npcc","Logged In"
2021-04-21 11:01:17,"admin","Logged In"
2021-04-21 10:31:43,"cppa","Logged In"
2021-04-21 10:20:09,"LESCO","Downloaded DISCOs Forecast"
2021-04-21 10:18:17,"LESCO","Logged In"
2021-04-20 16:01:07,"admin","Logged In"
2021-04-20 12:45:30,"admin","Logged In"
2021-04-20 10:35:01,"npcc","Downloaded DISCOs Forecast"
2021-04-20 10:34:06,"npcc","Downloaded DISCOs Forecast"
2021-04-20 10:32:33,"npcc","Downloaded Forecast"
2021-04-20 10:32:02,"npcc","Downloaded Forecast"
2021-04-20 10:29:19,"npcc","Uploaded New Data"
2021-04-20 10:28:38,"npcc","Uploaded New Data"
2021-04-20 10:27:15,"npcc","Logged In"
2021-04-20 10:19:08,"npcc","Logged In"
2021-04-19 12:09:20,"admin","Logged In"
2021-04-19 11:00:22,"npcc","Downloaded DISCOs Forecast"
2021-04-19 10:59:55,"npcc","Downloaded DISCOs Forecast"
2021-04-19 10:57:39,"npcc","Downloaded Forecast"
2021-04-19 10:57:12,"npcc","Downloaded Forecast"
2021-04-19 10:52:33,"npcc","Uploaded New Data"
2021-04-19 10:48:39,"npcc","Logged In"
2021-04-18 21:41:39,"admin","Logged In"
2021-04-18 21:41:30,"admin","Logged In"
2021-04-18 16:34:59,"npcc","Downloaded DISCOs Forecast"
2021-04-18 16:34:52,"npcc","Downloaded DISCOs Forecast"
2021-04-18 16:34:40,"npcc","Downloaded DISCOs Forecast"
2021-04-18 16:34:11,"npcc","Downloaded Forecast"
2021-04-18 16:33:41,"npcc","Downloaded Forecast"
2021-04-18 16:33:25,"npcc","Uploaded New Data"
2021-04-18 16:33:11,"npcc","Uploaded New Data"
2021-04-18 16:30:27,"npcc","Logged In"
2021-04-17 15:28:35,"admin","Logged In"
2021-04-17 12:02:59,"npcc","Downloaded DISCOs Forecast"
2021-04-17 11:53:37,"npcc","Downloaded DISCOs Forecast"
2021-04-17 11:53:27,"npcc","Downloaded DISCOs Forecast"
2021-04-17 11:52:52,"npcc","Downloaded Forecast"
2021-04-17 11:52:17,"npcc","Uploaded New Data"
2021-04-17 11:45:47,"npcc","Logged In"
2021-04-17 08:51:18,"admin","Logged In"
2021-04-16 10:40:08,"npcc","Downloaded DISCOs Forecast"
2021-04-16 10:39:51,"npcc","Downloaded DISCOs Forecast"
2021-04-16 10:39:27,"npcc","Downloaded Forecast"
2021-04-16 10:39:06,"npcc","Downloaded Forecast"
2021-04-16 10:34:59,"npcc","Uploaded New Data"
2021-04-16 10:31:08,"npcc","Logged In"
2021-04-15 15:13:27,"admin","Logged In"
2021-04-15 10:32:19,"npcc","Downloaded DISCOs Forecast"
2021-04-15 10:31:37,"npcc","Downloaded DISCOs Forecast"
2021-04-15 10:30:32,"npcc","Downloaded Forecast"
2021-04-15 10:29:55,"npcc","Downloaded Forecast"
2021-04-15 10:27:20,"npcc","Uploaded New Data"
2021-04-15 10:26:49,"npcc","Uploaded New Data"
2021-04-15 10:23:07,"npcc","Logged In"
2021-04-15 09:41:15,"admin","Logged In"
2021-04-14 10:35:28,"npcc","Downloaded Performance Data"
2021-04-14 10:34:06,"npcc","Downloaded DISCOs Forecast"
2021-04-14 10:33:41,"npcc","Downloaded DISCOs Forecast"
2021-04-14 10:33:17,"npcc","Downloaded Forecast"
2021-04-14 10:32:36,"npcc","Downloaded Forecast"
2021-04-14 10:31:45,"admin","Logged In"
2021-04-14 10:29:06,"npcc","Uploaded New Data"
2021-04-14 10:25:33,"npcc","Logged In"
2021-04-13 10:39:45,"admin","Logged In"
2021-04-13 10:19:51,"npcc","Downloaded DISCOs Forecast"
2021-04-13 10:19:24,"npcc","Downloaded DISCOs Forecast"
2021-04-13 10:18:53,"npcc","Downloaded Forecast"
2021-04-13 10:18:19,"npcc","Downloaded Forecast"
2021-04-13 10:16:40,"npcc","Downloaded Forecast"
2021-04-13 10:15:52,"npcc","Logged In"
2021-04-13 10:15:04,"npcc","Logged In"
2021-04-13 09:58:40,"npcc","Uploaded New Data"
2021-04-13 09:58:20,"npcc","Uploaded New Data"
2021-04-13 09:45:32,"npcc","Logged In"
2021-04-12 19:51:19,"admin","Logged In"
2021-04-12 17:17:44,"cppa","Downloaded Performance Data"
2021-04-12 17:17:17,"cppa","Logged In"
2021-04-12 17:15:43,"cppa","Logged In"
2021-04-12 15:56:58,"admin","Tried to log In with password admin"
2021-04-12 15:49:12,"admin","Logged In"
2021-04-12 11:49:39,"admin","Downloaded Historic Data"
2021-04-12 11:44:46,"admin","Logged In"
2021-04-12 10:24:47,"npcc","Downloaded Performance Data"
2021-04-12 10:18:12,"npcc","Downloaded DISCOs Forecast"
2021-04-12 10:17:44,"npcc","Downloaded DISCOs Forecast"
2021-04-12 10:17:22,"npcc","Downloaded Forecast"
2021-04-12 10:16:52,"npcc","Downloaded Forecast"
2021-04-12 10:15:54,"npcc","Logged In"
2021-04-12 09:17:29,"MEPCO","Logged In"
2021-04-12 09:15:07,"npcc","Uploaded New Data"
2021-04-12 09:14:55,"npcc","Uploaded New Data"
2021-04-12 09:13:07,"npcc","Logged In"
2021-04-12 00:24:02,"admin","Logged In"
2021-04-11 12:09:04,"npcc","Downloaded DISCOs Forecast"
2021-04-11 12:08:53,"npcc","Downloaded DISCOs Forecast"
2021-04-11 12:08:38,"npcc","Downloaded Forecast"
2021-04-11 12:08:11,"npcc","Downloaded Forecast"
2021-04-11 12:07:40,"npcc","Uploaded New Data"
2021-04-11 12:00:21,"npcc","Logged In"
2021-04-11 11:35:25,"admin","Logged In"
2021-04-10 23:29:38,"npcc","Downloaded DISCOs Forecast"
2021-04-10 23:29:24,"npcc","Downloaded DISCOs Forecast"
2021-04-10 23:29:11,"npcc","Downloaded Forecast"
2021-04-10 23:28:54,"npcc","Downloaded Forecast"
2021-04-10 23:28:08,"npcc","Uploaded New Data"
2021-04-10 23:25:18,"npcc","Logged In"
2021-04-10 17:30:25,"admin","Logged In"
2021-04-10 13:21:08,"admin","Logged In"
2021-04-09 11:45:00,"admin","Logged In"
2021-04-09 10:59:06,"admin","Logged In"
2021-04-09 10:41:00,"npcc","Downloaded DISCOs Forecast"
2021-04-09 10:40:29,"npcc","Downloaded DISCOs Forecast"
2021-04-09 10:40:11,"npcc","Downloaded Forecast"
2021-04-09 10:39:46,"npcc","Downloaded Forecast"
2021-04-09 10:39:19,"npcc","Logged In"
2021-04-09 09:58:28,"npcc","Uploaded New Data"
2021-04-09 09:57:29,"npcc","Uploaded New Data"
2021-04-09 09:51:17,"npcc","Logged In"
2021-04-08 15:49:20,"npcc","Downloaded DISCOs Forecast"
2021-04-08 15:49:00,"npcc","Downloaded DISCOs Forecast"
2021-04-08 15:48:29,"npcc","Downloaded Forecast"
2021-04-08 15:48:04,"npcc","Downloaded Forecast"
2021-04-08 15:47:20,"npcc","Logged In"
2021-04-08 09:26:46,"npcc","Uploaded New Data"
2021-04-08 09:21:23,"npcc","Logged In"
2021-04-07 22:33:10,"admin","Logged In"
2021-04-07 19:46:11,"admin","Logged In"
2021-04-07 17:59:30,"admin","Logged In"
2021-04-07 12:57:52,"admin","Logged In"
2021-04-07 10:08:48,"npcc","Downloaded DISCOs Forecast"
2021-04-07 10:08:30,"npcc","Downloaded DISCOs Forecast"
2021-04-07 10:07:26,"npcc","Downloaded Forecast"
2021-04-07 10:07:03,"npcc","Downloaded Forecast"
2021-04-07 10:06:31,"npcc","Logged In"
2021-04-07 09:42:06,"npcc","Downloaded Performance Data"
2021-04-07 09:29:05,"npcc","Uploaded New Data"
2021-04-07 09:28:54,"npcc","Uploaded New Data"
2021-04-07 09:26:08,"npcc","Logged In"
2021-04-06 10:12:44,"npcc","Logged In"
2021-04-06 09:58:15,"npcc","Downloaded DISCOs Forecast"
2021-04-06 09:57:36,"npcc","Downloaded DISCOs Forecast"
2021-04-06 09:57:28,"npcc","Downloaded DISCOs Forecast"
2021-04-06 09:57:02,"npcc","Downloaded Forecast"
2021-04-06 09:56:13,"admin","Logged In"
2021-04-06 09:56:11,"npcc","Downloaded Forecast"
2021-04-06 09:55:54,"npcc","Logged In"
2021-04-06 09:35:53,"npcc","Downloaded Performance Data"
2021-04-06 09:23:53,"npcc","Uploaded New Data"
2021-04-06 09:20:16,"npcc","Logged In"
2021-04-05 12:34:07,"LESCO","Logged In"
2021-04-05 10:59:02,"npcc","Downloaded DISCOs Forecast"
2021-04-05 10:58:43,"npcc","Downloaded DISCOs Forecast"
2021-04-05 10:58:00,"npcc","Downloaded Forecast"
2021-04-05 10:56:32,"npcc","Downloaded Forecast"
2021-04-05 10:55:50,"npcc","Downloaded Forecast"
2021-04-05 10:54:51,"npcc","Uploaded New Data"
2021-04-05 10:52:18,"npcc","Logged In"
2021-04-05 10:33:45,"admin","Logged In"
2021-04-04 19:01:20,"npcc","Downloaded DISCOs Forecast"
2021-04-04 19:00:52,"npcc","Downloaded DISCOs Forecast"
2021-04-04 19:00:35,"npcc","Downloaded Forecast"
2021-04-04 19:00:15,"npcc","Downloaded Forecast"
2021-04-04 18:53:51,"npcc","Uploaded New Data"
2021-04-04 18:50:39,"npcc","Logged In"
2021-04-03 20:35:13,"npcc","Downloaded DISCOs Forecast"
2021-04-03 20:35:02,"npcc","Downloaded DISCOs Forecast"
2021-04-03 20:34:52,"npcc","Downloaded Forecast"
2021-04-03 20:34:27,"npcc","Downloaded Forecast"
2021-04-03 20:33:29,"npcc","Uploaded New Data"
2021-04-03 20:33:18,"npcc","Uploaded New Data"
2021-04-03 20:30:01,"npcc","Logged In"
2021-04-03 19:34:34,"admin","Logged In"
2021-04-02 11:49:54,"admin","Logged In"
2021-04-02 10:24:01,"npcc","Downloaded Performance Data"
2021-04-02 10:23:31,"npcc","Logged In"
2021-04-02 10:14:39,"npcc","Downloaded Performance Data"
2021-04-02 10:14:10,"npcc","Downloaded DISCOs Forecast"
2021-04-02 10:13:47,"npcc","Downloaded DISCOs Forecast"
2021-04-02 10:13:25,"npcc","Downloaded Forecast"
2021-04-02 10:12:57,"npcc","Downloaded Forecast"
2021-04-02 10:12:20,"npcc","Logged In"
2021-04-02 09:45:09,"npcc","Logged In"
2021-04-02 09:03:03,"npcc","Uploaded New Data"
2021-04-02 09:02:53,"npcc","Uploaded New Data"
2021-04-02 08:59:28,"npcc","Logged In"
2021-04-01 14:47:55,"admin","Downloaded Historic Data"
2021-04-01 14:47:34,"admin","Downloaded Historic Data"
2021-04-01 14:47:12,"admin","Downloaded Historic Data"
2021-04-01 14:45:43,"admin","Logged In"
2021-04-01 10:41:48,"admin","Logged In"
2021-04-01 10:10:10,"npcc","Downloaded DISCOs Forecast"
2021-04-01 10:09:45,"npcc","Downloaded DISCOs Forecast"
2021-04-01 10:09:25,"npcc","Downloaded Forecast"
2021-04-01 10:08:32,"npcc","Downloaded Forecast"
2021-04-01 10:07:29,"npcc","Logged In"
2021-04-01 09:43:26,"npcc","Downloaded Performance Data"
2021-04-01 09:43:02,"npcc","Uploaded New Data"
2021-04-01 09:42:54,"npcc","Uploaded New Data"
2021-04-01 09:39:09,"npcc","Logged In"
2021-03-31 17:51:40,"admin","Logged In"
2021-03-31 16:47:28,"admin","Logged In"
2021-03-31 10:16:37,"npcc","Downloaded DISCOs Forecast"
2021-03-31 10:16:11,"npcc","Downloaded DISCOs Forecast"
2021-03-31 10:15:35,"npcc","Downloaded Forecast"
2021-03-31 10:14:39,"npcc","Downloaded Forecast"
2021-03-31 10:12:23,"npcc","Logged In"
2021-03-31 09:32:08,"npcc","Downloaded Performance Data"
2021-03-31 09:30:42,"npcc","Uploaded New Data"
2021-03-31 09:30:26,"npcc","Uploaded New Data"
2021-03-31 09:27:56,"npcc","Logged In"
2021-03-30 17:45:08,"admin","Tried to log In with password aedfjhgbsdajhfg"
2021-03-30 11:01:50,"admin","Logged In"
2021-03-30 10:13:49,"npcc","Downloaded Performance Data"
2021-03-30 10:12:54,"npcc","Downloaded DISCOs Forecast"
2021-03-30 10:12:26,"npcc","Downloaded DISCOs Forecast"
2021-03-30 10:12:05,"npcc","Downloaded Forecast"
2021-03-30 10:11:38,"npcc","Downloaded Forecast"
2021-03-30 10:08:35,"npcc","Logged In"
2021-03-30 09:24:44,"npcc","Uploaded New Data"
2021-03-30 09:20:31,"npcc","Logged In"
2021-03-29 12:23:43,"npcc","Downloaded Performance Data"
2021-03-29 12:22:51,"npcc","Logged In"
2021-03-29 10:55:16,"npcc","Downloaded DISCOs Forecast"
2021-03-29 10:54:45,"npcc","Downloaded DISCOs Forecast"
2021-03-29 10:50:39,"npcc","Downloaded Forecast"
2021-03-29 10:48:26,"npcc","Downloaded Forecast"
2021-03-29 10:46:24,"npcc","Logged In"
2021-03-29 10:34:40,"admin","Logged In"
2021-03-29 10:25:33,"npcc","Uploaded New Data"
2021-03-29 10:20:15,"admin","Logged In"
2021-03-29 10:18:09,"npcc","Logged In"
2021-03-29 10:04:09,"admin","Logged In"
2021-03-28 18:52:41,"admin","Logged In"
2021-03-28 17:43:17,"npcc","Downloaded DISCOs Forecast"
2021-03-28 17:43:08,"npcc","Downloaded DISCOs Forecast"
2021-03-28 17:42:56,"npcc","Downloaded Forecast"
2021-03-28 17:42:37,"npcc","Downloaded Forecast"
2021-03-28 17:42:18,"npcc","Uploaded New Data"
2021-03-28 17:42:04,"npcc","Uploaded New Data"
2021-03-28 17:36:41,"npcc","Logged In"
2021-03-27 22:33:53,"npcc","Downloaded DISCOs Forecast"
2021-03-27 22:33:36,"npcc","Downloaded DISCOs Forecast"
2021-03-27 22:33:21,"npcc","Downloaded Forecast"
2021-03-27 22:32:27,"npcc","Downloaded Forecast"
2021-03-27 22:31:43,"npcc","Uploaded New Data"
2021-03-27 22:25:06,"npcc","Logged In"
2021-03-27 18:30:29,"admin","Logged In"
2021-03-27 14:31:28,"admin","Logged In"
2021-03-26 15:21:20,"admin","Logged In"
2021-03-26 15:20:56,"admin","Tried to log In with password ENERGY"
2021-03-26 11:40:16,"admin","Logged In"
2021-03-26 11:10:53,"admin","Logged In"
2021-03-26 10:43:31,"admin","Logged In"
2021-03-26 10:15:17,"npcc","Downloaded DISCOs Forecast"
2021-03-26 10:14:54,"npcc","Downloaded DISCOs Forecast"
2021-03-26 10:14:35,"npcc","Downloaded Forecast"
2021-03-26 10:13:56,"npcc","Downloaded Forecast"
2021-03-26 10:12:32,"npcc","Logged In"
2021-03-26 10:12:22,"npcc","Logged In"
2021-03-26 09:43:38,"npcc","Downloaded Performance Data"
2021-03-26 09:42:43,"npcc","Uploaded New Data"
2021-03-26 09:38:24,"npcc","Logged In"
2021-03-25 18:04:23,"npcc","Downloaded DISCOs Forecast"
2021-03-25 18:03:58,"npcc","Downloaded DISCOs Forecast"
2021-03-25 18:03:41,"npcc","Downloaded Forecast"
2021-03-25 18:02:07,"npcc","Downloaded Forecast"
2021-03-25 18:01:18,"npcc","Uploaded New Data"
2021-03-25 17:56:46,"npcc","Logged In"
2021-03-25 17:08:07,"admin","Logged In"
2021-03-25 15:14:30,"admin","Logged In"
2021-03-25 11:56:08,"admin","Logged In"
2021-03-25 10:45:18,"admin","Logged In"
2021-03-24 16:39:07,"admin","Logged In"
2021-03-24 15:33:35,"admin","Logged In"
2021-03-24 12:40:24,"pitc","Downloaded Historic Data"
2021-03-24 12:39:22,"pitc","Downloaded DISCO Historic Data"
2021-03-24 12:38:06,"pitc","Logged In"
2021-03-24 10:48:23,"admin","Logged In"
2021-03-24 10:34:43,"admin","Logged In"
2021-03-24 10:25:47,"npcc","Downloaded Performance Data"
2021-03-24 10:16:03,"npcc","Downloaded DISCOs Forecast"
2021-03-24 10:15:34,"npcc","Downloaded DISCOs Forecast"
2021-03-24 10:15:05,"npcc","Downloaded Forecast"
2021-03-24 10:14:32,"npcc","Downloaded Forecast"
2021-03-24 10:11:01,"npcc","Uploaded New Data"
2021-03-24 10:08:17,"npcc","Logged In"
2021-03-23 15:54:19,"npcc","Downloaded DISCOs Forecast"
2021-03-23 15:54:04,"npcc","Downloaded DISCOs Forecast"
2021-03-23 15:53:46,"npcc","Downloaded Forecast"
2021-03-23 15:53:15,"npcc","Downloaded Forecast"
2021-03-23 15:51:58,"npcc","Uploaded New Data"
2021-03-23 15:51:40,"npcc","Uploaded New Data"
2021-03-23 15:49:13,"npcc","Logged In"
2021-03-23 11:52:37,"npcc","Logged In"
2021-03-23 11:21:37,"npcc","Logged In"
2021-03-23 11:05:31,"admin","Logged In"
2021-03-22 11:32:12,"admin","Logged In"
2021-03-22 11:08:38,"admin","Logged In"
2021-03-22 11:05:08,"npcc","Downloaded DISCOs Forecast"
2021-03-22 11:04:23,"npcc","Downloaded DISCOs Forecast"
2021-03-22 11:03:49,"npcc","Downloaded Forecast"
2021-03-22 11:02:51,"npcc","Downloaded Forecast"
2021-03-22 11:02:04,"npcc","Logged In"
2021-03-22 09:48:18,"npcc","Downloaded Performance Data"
2021-03-22 09:47:39,"npcc","Logged In"
2021-03-22 09:32:13,"npcc","Uploaded New Data"
2021-03-22 09:25:00,"npcc","Logged In"
2021-03-22 00:36:33,"admin","Logged In"
2021-03-21 23:14:54,"npcc","Downloaded DISCOs Forecast"
2021-03-21 23:14:39,"npcc","Downloaded DISCOs Forecast"
2021-03-21 23:14:22,"npcc","Downloaded Forecast"
2021-03-21 23:14:03,"npcc","Downloaded Forecast"
2021-03-21 23:12:57,"npcc","Uploaded New Data"
2021-03-21 23:12:19,"npcc","Logged In"
2021-03-21 23:07:32,"npcc","Logged In"
2021-03-21 23:00:13,"admin","Logged In"
2021-03-21 22:35:30,"admin","Logged In"
2021-03-20 17:30:47,"admin","Logged In"
2021-03-20 15:09:24,"npcc","Downloaded DISCOs Forecast"
2021-03-20 15:09:03,"npcc","Downloaded DISCOs Forecast"
2021-03-20 15:08:37,"npcc","Downloaded Forecast"
2021-03-20 15:08:15,"npcc","Downloaded Forecast"
2021-03-20 15:07:57,"npcc","Uploaded New Data"
2021-03-20 15:07:37,"npcc","Uploaded New Data"
2021-03-20 15:04:12,"npcc","Logged In"
2021-03-19 15:22:02,"npcc","Downloaded Performance Data"
2021-03-19 15:14:59,"npcc","Downloaded Performance Data"
2021-03-19 15:14:05,"npcc","Downloaded Performance Data"
2021-03-19 15:06:17,"npcc","Downloaded Performance Data"
2021-03-19 15:00:37,"npcc","Logged In"
2021-03-19 12:53:47,"admin","Logged In"
2021-03-19 10:28:11,"npcc","Downloaded DISCOs Forecast"
2021-03-19 10:27:24,"npcc","Downloaded DISCOs Forecast"
2021-03-19 10:26:40,"npcc","Downloaded Forecast"
2021-03-19 10:25:49,"npcc","Downloaded Forecast"
2021-03-19 10:25:19,"npcc","Uploaded New Data"
2021-03-19 10:24:41,"npcc","Uploaded New Data"
2021-03-19 10:20:32,"npcc","Logged In"
2021-03-18 16:24:08,"admin","Logged In"
2021-03-18 15:57:00,"admin","Logged In"
2021-03-18 10:57:03,"npcc","Downloaded DISCOs Forecast"
2021-03-18 10:54:43,"npcc","Downloaded DISCOs Forecast"
2021-03-18 10:53:36,"npcc","Downloaded Forecast"
2021-03-18 10:53:07,"npcc","Downloaded Forecast"
2021-03-18 10:52:17,"npcc","Logged In"
2021-03-18 10:32:01,"npcc","Logged In"
2021-03-18 10:09:50,"admin","Logged In"
2021-03-18 09:58:16,"npcc","Downloaded Performance Data"
2021-03-18 09:56:45,"npcc","Uploaded New Data"
2021-03-18 09:48:10,"npcc","Logged In"
2021-03-17 20:12:48,"admin","Logged In"
2021-03-17 15:42:08,"admin","Logged In"
2021-03-17 12:17:01,"npcc","Logged In"
2021-03-17 11:33:39,"npcc","Downloaded Performance Data"
2021-03-17 11:30:09,"admin","Logged In"
2021-03-17 11:24:30,"npcc","Logged In"
2021-03-17 11:13:49,"npcc","Downloaded DISCOs Forecast"
2021-03-17 11:13:20,"npcc","Downloaded DISCOs Forecast"
2021-03-17 10:59:51,"npcc","Downloaded Forecast"
2021-03-17 10:58:48,"npcc","Downloaded Forecast"
2021-03-17 10:51:09,"npcc","Logged In"
2021-03-17 10:31:15,"npcc","Uploaded New Data"
2021-03-17 10:29:19,"npcc","Logged In"
2021-03-17 10:27:32,"admin","Logged In"
2021-03-17 10:25:08,"npcc","Logged In"
2021-03-16 18:10:21,"admin","Downloaded DISCO Historic Data"
2021-03-16 18:09:15,"admin","Downloaded Historic Data"
2021-03-16 18:07:58,"admin","Logged In"
2021-03-16 13:54:28,"npcc","Logged In"
2021-03-16 12:29:37,"admin","Logged In"
2021-03-16 12:14:11,"npcc","Downloaded DISCOs Forecast"
2021-03-16 12:13:41,"npcc","Downloaded DISCOs Forecast"
2021-03-16 12:12:25,"npcc","Downloaded Forecast"
2021-03-16 12:11:39,"npcc","Downloaded Forecast"
2021-03-16 12:08:17,"npcc","Logged In"
2021-03-16 10:37:56,"admin","Logged In"
2021-03-16 09:37:20,"npcc","Downloaded Performance Data"
2021-03-16 09:36:28,"npcc","Uploaded New Data"
2021-03-16 09:36:11,"npcc","Uploaded New Data"
2021-03-16 09:33:46,"npcc","Logged In"
2021-03-15 23:24:43,"admin","Logged In"
2021-03-15 15:37:38,"npcc","Logged In"
2021-03-15 14:28:07,"npcc","Logged In"
2021-03-15 10:56:45,"npcc","Downloaded Performance Data"
2021-03-15 10:56:01,"npcc","Logged In"
2021-03-15 10:45:38,"admin","Logged In"
2021-03-15 10:35:35,"npcc","Logged In"
2021-03-15 09:28:14,"npcc","Uploaded New Data"
2021-03-15 09:23:42,"npcc","Logged In"
2021-03-14 23:56:59,"admin","Logged In"
2021-03-14 15:33:36,"npcc","Downloaded DISCOs Forecast"
2021-03-14 15:33:07,"npcc","Downloaded DISCOs Forecast"
2021-03-14 15:32:53,"npcc","Downloaded Forecast"
2021-03-14 15:32:38,"npcc","Downloaded Forecast"
2021-03-14 15:31:04,"npcc","Uploaded New Data"
2021-03-14 15:30:35,"npcc","Uploaded New Data"
2021-03-14 15:22:42,"npcc","Logged In"
2021-03-14 13:01:26,"admin","Logged In"
2021-03-14 12:32:23,"admin","Logged In"
2021-03-13 20:48:21,"admin","Logged In"
2021-03-13 19:27:39,"admin","Logged In"
2021-03-13 14:29:43,"admin","Logged In"
2021-03-13 13:48:49,"admin","Logged In"
2021-03-08 20:53:34,"admin","Logged In"
2021-03-08 20:52:47,"admin","Logged In"
2021-03-08 20:41:31,"admin","Logged In"
2021-03-08 20:40:17,"admin","Logged In"
2021-03-08 20:37:18,"admin","Logged In"
2021-03-08 20:27:00,"LESCO","Logged In"
2021-03-08 20:16:24,"LESCO","Logged In"
2021-03-08 20:15:26,"LESCO","Logged In"
2021-03-08 20:14:04,"LESCO","Logged In"
2021-03-08 16:07:19,"LESCO","Logged In"
2021-03-08 16:05:47,"LESCO","Logged In"
2021-03-08 16:01:57,"LESCO","Logged In"
2021-03-08 15:59:50,"LESCO","Logged In"
2021-03-08 15:57:49,"LESCO","Logged In"
2021-03-08 15:52:43,"LESCO","Logged In"
2021-03-08 15:40:10,"LESCO","Logged In"
2021-03-08 15:39:32,"LESCO","Logged In"
2021-03-08 15:32:16,"LESCO","Logged In"
2021-03-08 15:18:05,"LESCO","Logged In"
2021-03-08 15:15:45,"LESCO","Logged In"
2021-03-08 15:11:15,"LESCO","Logged In"
2021-03-08 14:34:59,"LESCO","Logged In"
2021-03-08 14:34:37,"admin","Logged In"
2021-03-08 12:52:51,"LESCO","Downloaded DISCOs Forecast"
2021-03-08 12:52:15,"LESCO","Logged In"
2021-03-08 12:52:01,"admin","Logged In"
2021-03-08 12:50:58,"LESCO","Logged In"
2021-03-08 12:45:31,"LESCO","Logged In"
2021-03-07 22:59:21,"admin","Logged In"
2021-03-07 22:58:46,"IESCO","Logged In"
2021-03-07 22:58:21,"IESCO","Tried to log In with password IESCO1234"
2021-03-07 22:57:55,"TESCO","Tried to log In with password TESCO1234"
2021-03-07 22:56:32,"TESCO","Tried to log In with password TESCO1234"
2021-03-07 22:56:17,"TESCO","Tried to log In with password TESCO1234"
2021-03-07 22:53:02,"admin","Logged In"
2021-03-07 22:52:36,"LESCO","Logged In"
2021-03-07 22:49:02,"LESCO","Logged In"
2021-03-07 22:40:32,"LESCO","Logged In"
2021-03-07 22:40:04,"admin","Logged In"
2021-03-07 22:37:14,"admin","Logged In"
2021-03-07 22:37:03,"admin","Logged In"
2021-03-07 22:31:16,"LESCO","Logged In"
2021-03-07 22:30:58,"LESCO","Tried to log In with password LECO1234"
2021-03-07 22:30:03,"LESCO","Logged In"
2021-03-07 22:28:56,"LESCO","Logged In"
2021-03-07 22:28:09,"LESCO","Logged In"
2021-03-07 22:27:52,"admin","Logged In"
2021-03-07 22:25:22,"LESCO","Logged In"
2021-03-07 22:17:16,"admin","Logged In"
2021-03-07 22:14:20,"admin","Logged In"
2021-03-07 22:09:21,"admin","Logged In"
2021-03-07 22:03:35,"admin","Logged In"
2021-03-07 22:02:20,"admin","Logged In"
2021-03-07 22:00:09,"admin","Logged In"
2021-03-07 21:59:45,"admin","Logged In"
2021-03-07 21:57:39,"admin","Logged In"
2021-03-07 21:56:38,"admin","Logged In"
2021-03-07 21:56:03,"admin","Logged In"
2021-03-07 21:51:18,"admin","Logged In"
2021-03-07 21:42:57,"admin","Logged In"
2021-03-07 21:41:06,"admin","Logged In"
2021-03-07 21:35:22,"admin","Logged In"
2021-03-07 21:32:58,"admin","Logged In"
2021-03-07 21:32:00,"admin","Logged In"
2021-03-07 21:30:43,"admin","Logged In"
2021-03-07 21:26:38,"admin","Logged In"
2021-03-07 21:26:14,"admin","Logged In"
2021-03-07 19:51:46,"admin","Logged In"
2021-03-07 19:49:36,"admin","Logged In"
2021-03-07 19:48:50,"admin","Logged In"
2021-03-07 19:47:19,"admin","Logged In"
2021-03-07 19:45:42,"admin","Logged In"
2021-03-07 19:42:51,"admin","Logged In"
2021-03-07 19:40:26,"admin","Logged In"
2021-03-07 19:39:47,"admin","Logged In"
2021-03-07 19:36:30,"admin","Logged In"
2021-03-07 19:34:55,"admin","Logged In"
2021-03-07 19:34:06,"admin","Logged In"
2021-03-07 19:33:28,"admin","Logged In"
2021-03-07 19:32:19,"admin","Logged In"
2021-03-07 19:25:40,"admin","Logged In"
2021-03-07 19:21:52,"admin","Logged In"
2021-03-07 19:20:34,"admin","Logged In"
2021-03-07 19:18:19,"admin","Logged In"
2021-03-07 19:16:27,"admin","Logged In"
2021-03-07 19:14:49,"admin","Logged In"
2021-03-07 19:10:53,"admin","Logged In"
