"Time","PESCO","TESCO","IESCO","GEPCO","LESCO","FESCO","MEPCO","SEPCO","HESCO","QESCO"
"2021-02-24 06:00:00",1129.32238677159,110.331514966222,907.691089580694,799.815807513271,1653.46612306486,1143.08225041343,1331.24073615756,176.40790713777,340.927183446853,390.950200759041
"2021-02-24 07:00:00",1192.91272664214,101.379862853361,1009.32988458012,901.362433305855,1831.88133013203,1245.28269718714,1488.31998544286,175.829934898907,293.94716880654,393.021594633309
"2021-02-24 08:00:00",1238.69355951156,107.838393178747,1072.3680451912,956.450009678488,1968.22393411612,1281.28917390796,1522.00768811597,197.63191814092,356.989051391295,393.665485960951
"2021-02-24 09:00:00",1242.72417299222,111.486612541697,1013.00834511329,1049.25530804846,1972.30844623591,1374.771354759,1577.15449441545,244.551392338002,423.974823987152,416.76037305898
"2021-02-24 10:00:00",1040.61220066315,105.548686808639,970.103344106729,997.496602955617,1920.59187766043,1398.31375024152,1594.82220550089,246.419596472852,423.623262667003,511.145759837075
"2021-02-24 11:00:00",1078.39370687492,102.70224377026,932.969626485687,714.720977180442,1939.90277444661,1319.3734285862,1622.35505103471,235.108366412434,417.617565114154,470.913848230244
"2021-02-24 12:00:00",1021.9533581075,98.3714982697718,907.00145785907,773.740467995858,1972.78888299879,1424.3665587784,1627.59852777947,242.658220785557,404.682232740149,411.093159201068
"2021-02-24 13:00:00",973.601729408083,101.379862853361,867.571617638701,926.476095096291,1938.94570046577,1344.62513962346,1595.07131471871,254.942910442371,354.596760003392,416.389727336559
"2021-02-24 14:00:00",989.049564534643,100.625917647489,976.220786898648,927.848753458188,2002.94083087217,1400.88244002219,1596.06880279641,259.626604122464,391.212492418276,400.102418966907
"2021-02-24 15:00:00",1123.72952267727,95.7553855816982,986.547839739847,952.38976141405,2107.12767922049,1450.74707701505,1674.68484853713,240.258145150015,436.539687400369,350.658160379404
"2021-02-24 16:00:00",1057.94867759657,91.4902501905165,977.396202984008,1026.68528231637,2137.74040317752,1417.46496306306,1685.00387387378,236.346783339145,419.389981739202,351.177568238548
"2021-02-24 17:00:00",1213.92221806676,94.8247200602703,1007.02405838851,1028.42909450527,2144.99407379557,1392.58133962836,1601.5853464766,215.581491836061,415.30525712884,371.046509113826
"2021-02-24 18:00:00",1256.88473080305,97.2484566172213,1084.12734349822,1060.89221294171,2151.45961265953,1424.16943418211,1625.49553129594,246.187461222542,442.442013436879,427.997034588199
"2021-02-24 19:00:00",1231.65739611617,94.6388179431707,1064.79526734783,1030.82471082684,2128.78285617656,1366.44986873908,1574.50024653848,258.365629828205,428.180805331135,491.969708483823
"2021-02-24 20:00:00",1202.76743396606,98.3714982697718,1010.94089753523,954.420927874035,2021.39502991908,1309.01761397685,1462.54639022123,276.34246975651,415.661616981019,493.137958260088
"2021-02-24 21:00:00",1173.14644605377,91.8595170211718,950.089795908921,872.841031026714,1913.24756004373,1208.96575200673,1341.54013515583,271.178087979838,431.322002694018,505.888284233235
"2021-02-24 22:00:00",966.822251473311,98.1841317968871,860.861463040203,780.901318211329,1774.62843347113,1131.15867259605,1208.96971226196,227.04721674098,427.131383013632,454.894588044627
"2021-02-24 23:00:00",1010.39666561812,97.8096303164084,783.482088499342,693.771276288897,1664.67816389241,1072.19198065083,1031.91260084996,209.830015927333,420.274234498369,395.943149942392
"2021-02-25 00:00:00",914.568169488211,92.413993399006,719.554117284547,630.093470171638,1583.87729426366,1023.57270574214,1058.16799231006,200.086415439567,431.322002694018,389.691755292433
"2021-02-25 01:00:00",894.184742396254,94.2672446148719,688.536338224502,596.737188130583,1498.32631259016,997.670241247208,1012.53299582034,196.976798100246,433.237226451024,356.055581995801
"2021-02-25 02:00:00",884.943594644494,99.8732088625987,671.707369861274,583.966354339136,1475.18242964198,988.072756404716,989.300460492515,191.588297094532,444.874234967093,340.116744852998
"2021-02-25 03:00:00",904.882964415157,93.1543711346985,664.745962694899,574.859154263217,1454.29910561298,973.358316441316,977.813516255815,180.136441978241,423.623262667003,349.979856336128
"2021-02-25 04:00:00",861.49891787402,88.7305338299004,677.326080585957,584.966054802878,1449.17397008208,985.212739934137,982.928952337755,175.800232387138,394.754855888788,348.752235114371
"2021-02-25 05:00:00",986.059043533483,91.3057319689232,729.008678581836,632.903998490863,1510.32482597079,1019.08895119829,1052.38073205043,179.337387600933,374.07826077375,344.365518304962
"2021-02-25 06:00:00",1113.326697291,94.4529927981172,881.052457830143,800.060440526836,1705.63927984036,1152.9765513116,1311.01068095162,177.595842805297,335.268740632743,337.540167599694
"2021-02-25 07:00:00",1187.51828472281,93.8959790926477,983.266494903366,911.310230946243,1882.32813061131,1256.29641498953,1465.08269312361,178.099568295628,288.552800105044,336.200789011886
"2021-02-25 08:00:00",1211.18906949907,101.568542411134,1053.2261250907,967.012936714505,2008.87862317209,1324.5477485868,1485.52686516695,210.324068609439,361.354618525137,336.536496715972
"2021-02-25 09:00:00",1212.18247034168,101.757299288674,1007.02405838851,1077.60713039794,2004.60538346233,1350.97866327446,1505.66908818184,243.607874890382,446.78785472976,337.358940773891
"2021-02-25 10:00:00",1002.19800356641,102.513100166665,968.926145086558,1070.54868926663,1924.63121905565,1294.46360054127,1527.15228940143,233.863151267305,433.237226451024,374.225212089227
"2021-02-25 11:00:00",1031.51185120856,102.135045037179,923.645987387947,1064.5445207296,1911.59322683042,1290.47294878139,1529.17470894618,227.301710533978,436.018610314786,402.653816062396
"2021-02-25 12:00:00",958.10614224977,94.6388179431707,892.373195489223,1017.94641952782,1927.96357504054,1287.47904646617,1520.67108398673,233.363287177401,397.163597738534,384.33377744943
"2021-02-25 13:00:00",930.282988932296,102.70224377026,829.297004634838,995.949647407238,1883.72044318926,1306.8257394347,1526.25514229352,242.181132571123,346.574717481357,368.116848651333
"2021-02-25 14:00:00",982.721501422958,102.513100166665,903.787825567963,1013.56440946154,1937.98893188547,1378.13774226214,1578.36479817467,254.508517886318,384.428827290629,350.487055409188
"2021-02-25 15:00:00",1069.18581673274,95.7553855816982,934.839949770069,1010.93110846823,2049.06680478748,1429.8845190933,1667.05190712871,243.133807220001,424.501840290109,356.155893995652
"2021-02-25 16:00:00",1068.53255674104,93.3396577644775,939.757265158155,1034.52222731461,2120.02743289507,1393.56990829756,1676.67863326279,234.362017735873,408.849772205512,351.440689224521
"2021-02-25 17:00:00",1194.63301731026,101.191260606768,964.451530932807,1013.78371194893,2125.69352850572,1384.6694685724,1591.34563634099,207.139013926842,408.308154050369,340.509546503301
"2021-02-25 18:00:00",1232.15922498209,109.755014730073,1058.8275876868,1054.00285209857,2150.64916819078,1404.24054900952,1597.31803677388,227.810359483204,431.147741670538,360.03543021497
"2021-02-25 19:00:00",1238.69355951156,102.891464744187,1076.52629265161,1024.9401600557,2135.53752278254,1366.05344704649,1556.46450784622,255.59168854904,417.795047184159,433.528289799496
"2021-02-25 20:00:00",1220.39829775465,106.501374327659,1029.82287828165,965.891854979884,2034.49716458504,1304.23479402209,1463.6027376868,264.769918209631,414.41334619442,444.537514164978
"2021-02-25 21:00:00",1186.78413315678,103.080763096713,969.63248680672,882.710236839078,1095.20347324176,1227.43886958391,1350.98122693745,250.977553694501,428.70504605763,432.332578185321
"2021-02-25 22:00:00",984.201334009756,107.456000013916,864.214724203972,792.709894233247,1975.54503657114,1143.48624786319,1222.07919871242,222.198830332988,438.275970408945,416.76037305898
"2021-02-25 23:00:00",1002.00457402864,107.647157811315,782.992313322169,705.483115530256,1130.59624729791,1072.39505491684,1129.94520201553,205.692169571708,416.017748440176,372.35600481406
"2021-02-26 00:00:00",912.418700070065,102.70224377026,718.248675664653,635.257200487195,1573.22646489218,1028.25878209956,1068.70975525445,204.499158336389,426.606179602681,375.311980217191
"2021-02-26 01:00:00",898.58576520988,102.891464744187,676.898788669455,603.400506355135,1499.69862560881,986.642816298592,1022.78350310132,188.201425079408,423.799065270006,354.87075726848
"2021-02-26 02:00:00",893.92993619406,110.331514966222,660.117712059064,582.181269637511,1457.15466583328,966.200305651091,995.223582778155,180.136441978241,438.970299155923,345.974194355127
"2021-02-26 03:00:00",921.906804996079,102.513100166665,655.679583164718,566.330480448856,1427.74727214463,957.401600403375,972.58575441352,175.928101384649,416.195729111308,353.626917240378
"2021-02-26 04:00:00",870.593467910019,96.6879769147655,666.996543337029,568.984672383272,1421.42392165871,964.563718388268,974.340678288172,180.750269958315,389.713147116306,355.360179427192
"2021-02-26 05:00:00",981.431288574614,100.814288012534,733.75467355847,618.101117377156,1479.82155259488,994.199523780615,1036.78950078793,193.290917997603,370.972118056442,345.834288184721
"2021-02-26 06:00:00",1095.79215885612,107.647157811315,886.24895771794,755.886614890745,1654.73325611021,1116.18832076543,1273.18880059928,183.55349463483,336.481319934734,339.136029893667
"2021-02-26 07:00:00",1185.07249024876,100.625917647489,979.745778260464,848.887963258535,1815.30962868185,1207.15709383369,1440.06608777122,177.972926594936,283.460033741473,339.394468750737
"2021-02-26 08:00:00",1234.92137694678,103.649122507853,1031.61896146571,858.174128815401,1923.20465771057,1235.06083810735,1461.4906623428,179.573861537929,337.896156585123,337.635714829824
"2021-02-26 09:00:00",1250.0472579134,104.218178619515,1056.67996341938,931.960770702052,2051.36190241258,1285.68232992396,1570.42065389019,201.457690680946,429.403571042824,338.080456089577
"2021-02-26 10:00:00",1155.8086091102,100.437624558812,1040.75016628418,980.418175106396,2129.36635454856,1326.53723261664,1669.8683044865,190.809572173711,408.127484909326,407.173716846986
"2021-02-26 11:00:00",1238.69355951156,101.757299288674,1036.53429509952,1005.21493957208,2143.90956599995,1366.44986873908,1741.47953054479,196.543627994709,420.627581784056,434.529010614018
"2021-02-26 12:00:00",1177.51597321779,99.3094883335855,1048.44215027651,1018.82180658911,2088.75455480293,1365.45878720632,1807.50674121175,210.324068609439,404.682232740149,427.801804437871
"2021-02-26 13:00:00",1101.44726874649,100.249408737686,1017.58635879983,1010.05265307471,2147.25012188435,1342.44026491018,1883.57527735564,224.242181209103,408.6692975435,401.969387503574
"2021-02-26 14:00:00",1060.95593433559,100.814288012534,907.00145785907,892.992472133025,2108.77214291307,1272.29796304867,1633.42067331592,235.604579394852,414.41334619442,349.812833978302
"2021-02-26 15:00:00",1047.5311946971,94.4529927981172,881.72925112031,842.431863524906,2126.17465596687,1271.09860778616,1558.10446720615,196.113379944614,393.825183815099,353.532961384763
"2021-02-26 16:00:00",1011.57968468416,92.413993399006,886.701693427239,829.212170603546,2102.31453823442,1260.29885360513,1524.68762334383,177.376634993204,368.82659171593,345.083785328134
"2021-02-26 17:00:00",1082.15319536244,104.218178619515,889.194315516183,838.835556401858,2118.74605835162,1257.09701177579,1462.33519554829,175.855150861259,377.359111762945,339.948980629469
"2021-02-26 18:00:00",1130.02362816915,108.412564771416,1012.5492945932,916.609290501456,2145.81173551776,1298.05399436254,1489.18075754748,213.565417601516,392.147225317639,349.646836288358
"2021-02-26 19:00:00",1162.76422303022,107.838393178747,1028.9231440554,921.434445946763,2110.8020939839,1285.48267740244,1480.8146691928,258.576601958348,378.512202737991,412.358217384953
"2021-02-26 20:00:00",1160.8416261411,109.563003283009,998.916383849151,874.25418994298,1994.35859314171,1234.86032200155,1408.5777776367,273.758725519657,378.895998513449,437.960328726103
"2021-02-26 21:00:00",1101.44726874649,104.028415824402,932.969626485687,804.459192005715,1898.41610257247,1175.56340163303,1316.70650068023,240.499771738675,400.84587797334,424.123310030802
"2021-02-26 22:00:00",930.593482726515,110.331514966222,847.686612654973,716.219787192736,1767.61743835801,1098.76911052569,1196.36083370057,207.381674283208,414.591844862508,411.634272844773
"2021-02-26 23:00:00",952.483276448345,111.293902060975,780.042328284764,652.701042613025,1661.92409594588,1033.96151307405,1115.05235069334,200.541076286248,411.369718628695,368.241821900451
"2021-02-27 00:00:00",894.184742396254,100.249408737686,710.993958750471,595.678719418154,1580.79946827051,990.93222716239,1056.72943877315,202.616581866242,425.379355830518,381.3817761455
"2021-02-27 01:00:00",871.008441133548,103.459591970396,678.835092330744,573.736516648569,1513.88237108226,962.51773890621,1009.58167749751,187.667432771126,423.974823987152,357.481852015204
"2021-02-27 02:00:00",870.490028612729,109.947103821965,658.596229424467,556.725397714066,1476.14770835844,946.549795873392,975.793724987118,184.662144168625,432.192919071899,344.238398369017
"2021-02-27 03:00:00",893.421689475002,103.459591970396,651.910603797907,553.825255190544,1460.39807093783,943.272295023813,957.510194000442,178.944983035233,421.157230992129,344.950789344997
"2021-02-27 04:00:00",853.969360288703,97.061552951805,659.775988540228,553.527532775041,1450.12162282758,950.850473102853,958.43578021401,177.337904622358,392.333954512811,350.401884656182
"2021-02-27 05:00:00",943.673392716844,101.191260606768,703.363991438089,600.155155671948,1500.67957881866,990.115291281543,1019.26283431269,177.177644553569,370.387777715489,346.472200175159
"2021-02-27 06:00:00",1037.49358226084,107.456000013916,842.545784196717,752.901960123988,1664.4662224524,1117.80755584861,1275.51334378714,175.870706322316,329.416969309221,341.816773116687
"2021-02-27 07:00:00",1112.63715509061,103.080763096713,940.226120468807,860.547701701795,1826.71571111125,1222.82322762072,1445.30026825499,176.321770576193,283.129716454158,338.821852674677
"2021-02-27 08:00:00",1205.24018812473,104.218178619515,1002.86129071464,926.704940745008,1952.60801472116,1312.00584743815,1484.88323074108,197.851696011638,338.502495871437,339.100121148029
"2021-02-27 09:00:00",1194.38714841379,105.929529295274,967.513286868386,1056.37321372241,2082.73181519356,1414.30841815405,1637.15565807687,232.611703479022,432.541113056648,337.611512973061
"2021-02-27 10:00:00",1080.38172489709,104.218178619515,929.467575749291,1117.04690717438,2115.34305350182,1437.95905145684,1731.8766372042,250.304175450297,431.670445582896,402.482433405753
"2021-02-27 11:00:00",1106.45420613518,102.135045037179,924.576095937644,1126.0856694727,2135.53752278254,1471.95918715651,1774.46478514948,234.112711532761,448.181622471673,430.549636523655
"2021-02-27 12:00:00",1056.23633470518,95.1967552513359,906.312176897357,1120.62378723384,2146.01693070142,1450.74707701505,1763.87540562917,237.332266176775,421.510086175424,400.102418966907
"2021-02-27 13:00:00",1032.33315288049,104.218178619515,876.997687007923,1073.75945020424,2129.65367513765,1426.53468103174,1685.87110452,250.75349718807,364.708560258677,399.933805428676
"2021-02-27 14:00:00",1053.46330683429,104.597936523123,918.30843272133,1064.7591985745,2116.68387695797,1414.70303866596,1633.68668102266,275.347689330591,397.717745379347,355.261807576302
"2021-02-27 15:00:00",1132.13016179918,95.5690984523397,964.687068641162,1039.29869856558,2108.15748911608,1428.11121108447,1626.8090247383,241.942030946771,433.759086798202,360.144770146615
"2021-02-27 16:00:00",1112.63715509061,93.5250212937388,936.946056957419,1017.28965811351,2116.11182848897,1407.59758302388,1668.45854551297,214.571729950618,410.830771590786,346.544400265958
"2021-02-27 17:00:00",1228.89946108486,97.8096303164084,935.073859538112,997.275676990689,2111.80532757768,1387.43929439299,1590.35606157441,195.473600375002,403.22433994615,340.876646344244
"2021-02-27 18:00:00",1253.84361084326,107.456000013916,1036.08892454763,1029.30051165102,2140.43839601525,1396.13975408987,1578.60714821215,237.086349160544,421.157230992129,348.434672772568
"2021-02-27 19:00:00",1243.2789317779,103.118632053375,1049.92510875524,998.203414798028,2078.19455770355,1352.52677505974,1569.4168857177,273.282380742438,423.869374003887,419.938397390125
"2021-02-27 20:00:00",1208.70795057302,105.929529295274,1007.94699481823,924.186110475011,1962.21621087503,1291.07163535103,1452.64503450113,272.170951731354,423.447415835412,430.747107994235
"2021-02-27 21:00:00",1156.04781832674,103.270138836058,936.711944569197,856.035297185531,1866.17728781797,1233.65715487681,1351.40043503181,264.567115049129,432.541113056648,430.155170487003
"2021-02-27 22:00:00",933.878407817307,107.456000013916,853.938469859159,766.065646729975,1744.94326632976,1149.34279254087,1244.71486262335,237.086349160544,435.149884342477,413.631856477048
"2021-02-27 23:00:00",1007.8435019642,108.987434744972,782.011147124978,690.04187289684,1660.65384636215,1088.83411224984,1158.33709803802,225.263155827543,428.87972602826,386.905991831866
"2021-02-28 00:00:00",895.723118910699,99.6852247907767,716.165536811885,629.626510558191,1571.18440157898,1045.76708156312,1104.5146922384,221.177272550599,445.048088307011,392.861101177609
"2021-02-28 01:00:00",881.545415716178,101.946133494523,676.049417274337,600.801120277251,1511.11472838588,1009.0974413184,1069.91208087406,206.413596819837,446.78785472976,375.860415259717
"2021-02-28 02:00:00",888.317731887723,112.065210217941,664.561639115818,584.966054802878,1474.4106647567,995.220407116793,1049.24132182146,198.960824562891,443.31034690529,351.265022603207
"2021-02-28 03:00:00",915.869461777025,100.061270175251,660.289346457342,573.736516648569,1446.52404944625,989.911050337101,1036.34999762439,181.234268462527,420.450933121545,356.256447540504
"2021-02-28 04:00:00",856.372650157003,96.5013045237617,667.570253081503,577.514994152533,1449.17397008208,992.974371412714,1035.24795013049,176.142753877996,393.26651494075,351.884267050395
"2021-02-28 05:00:00",1000.46014331388,102.891464744187,728.745179759631,635.965057042628,1512.30029339157,1034.36876428746,1104.70971576065,179.210067187008,369.412535845972,345.974194355127
"2021-02-28 06:00:00",1079.27662940786,106.501374327659,827.263746455175,753.897095462341,1629.49904165765,1141.6681601297,1328.92600047559,176.181545806273,314.550580541291,345.834288184721
"2021-02-28 07:00:00",1072.6799525927,99.8732088625987,880.826925229748,822.931314240019,1694.28006839622,1214.59097781718,1430.24708488633,180.49038746688,288.438291288367,337.170088875807
"2021-02-28 08:00:00",1181.16749120979,105.739069303457,974.3393566575,938.112203192825,1773.75112558311,1332.70237089387,1542.80073901191,226.283129179229,362.935138239998,337.071681167485
"2021-02-28 09:00:00",843.708713769841,110.908714179948,963.744908030178,988.863643889143,1802.85565707013,1433.43021819649,1757.82904866881,256.022360053019,438.623143246163,343.378568614592
"2021-02-28 10:00:00",1086.15380463713,103.080763096713,962.096097022694,1122.09531756554,1834.80732398578,1481.76440406495,1906.20619954752,258.787245641589,444.352789077531,410.913140195993
"2021-02-28 11:00:00",1153.18037046074,104.218178619515,944.919224560258,1150.53822156373,1829.18447571738,1502.519354853,1967.30516578935,253.635160953068,453.782491249341,414.730336102264
"2021-02-28 12:00:00",1046.26731947423,98.9340607311559,907.461173419322,1140.53095387217,1853.37588805667,1473.92100346378,1955.44330924493,256.237148909099,409.390809750677,399.933805428676
"2021-02-28 13:00:00",1007.25627115169,103.649122507853,874.299872586647,1083.15493856474,1855.42638321849,1429.68749995318,1864.43211461448,249.173796704711,361.354618525137,391.58407931014
"2021-02-28 14:00:00",1025.99997759916,104.597936523123,904.934670232222,1028.64697928578,1836.83574885669,1426.53468103174,1766.75252520419,264.972516319137,408.849772205512,351.795048179518
"2021-02-28 15:00:00",1046.05692593901,95.1967552513359,892.827922864472,981.308773290201,1829.63368435583,1415.29494137443,1716.0204790483,252.534743552067,444.526586069191,359.276604652431
"2021-02-28 16:00:00",962.260590839586,92.0442656520331,899.210266311448,931.047758481609,1815.30962868185,1383.68007024672,1678.10651717906,226.792617943724,417.262437540247,350.063751267337
"2021-02-28 17:00:00",1118.62983182442,101.379862853361,930.634205256588,904.143963546964,1846.78598437395,1357.92359817904,1604.11006597171,206.413596819837,402.676501246596,343.801914087945
"2021-02-28 18:00:00",1142.7247916911,104.597936523123,1031.61896146571,1000.14596269024,1905.69771229308,1398.90658045009,1622.09409969229,242.419863290258,422.215221370622,366.26874977607
"2021-02-28 19:00:00",1143.43469801135,102.70224377026,1039.20016763426,990.415714496727,1866.63640143132,1349.98616843669,1568.03338540359,277.339219462909,410.111297521499,426.052019850482
"2021-02-28 20:00:00",1119.55509294316,107.647157811315,993.094046307428,921.893336726484,1808.85152262749,1308.02136012158,1475.69362793226,283.593810617827,410.291260643556,435.533610051263
"2021-02-28 21:00:00",1098.50197012638,100.437624558812,922.019584167751,848.649244993031,1722.21156444911,1236.86533190302,1368.35079388063,261.497336520526,417.262437540247,431.736842478426
"2021-02-28 22:00:00",920.121330277252,106.882991970801,830.199392294467,765.321890235121,1613.84875248399,1149.14088696459,1248.71329256551,230.092547793414,431.322002694018,478.819962672622
"2021-02-28 23:00:00",964.007609982858,107.264919779464,753.165954309856,682.104642255434,1544.22201171144,1095.72855910325,1167.99955579976,218.881731976937,427.831140006188,459.868942248376
"2021-03-01 00:00:00",874.544307217552,96.7994113609956,721.568130806978,697.340950139865,1599.45632695699,1105.93862060586,1174.2906275282,244.789096801976,495.395687038967,453.374865561663
"2021-03-01 01:00:00",853.758828847952,98.8634954252604,698.703473054678,677.471026900042,1569.09426920889,1063.81544950612,1133.39426700608,230.762563044959,500.380876938461,419.825599977617
"2021-03-01 02:00:00",850.939537088108,109.716329709733,681.981534222929,669.534789692772,1554.14674748785,1044.66197540387,1115.9151657076,225.148304894745,516.657645267777,412.540355816503
"2021-03-01 03:00:00",894.040341555681,93.307450275145,680.681863505719,664.356010995196,1543.4630221734,1040.8308462771,1075.25727083946,213.269269223853,493.815674358096,411.938899621852
"2021-03-01 04:00:00",811.023118549909,92.0800929197005,689.483260054462,667.11524608572,1547.23789328569,1045.78875157628,1079.28936248074,216.494026212222,459.661201246657,412.541121365272
